Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
66,246,0,0,0,2546.8699418,1943.78,0.901688731,4928,5705.066193
67,246,0,0,0,2978.8145874,1944.78,0.921001984,4952,5763.005952
68,246,0,0,0,3328.1971936,1945.78,0.945717755,4972,5837.153265
69,246,0,0,0,3410.6944628,1946.78,0.955746957,5088,5867.240871
70,246,0,0,0,3383.1813065,1947.78,0.974665127,5100,5923.995381
71,246,0,0,0,2744.0631418,1948.78,0.987461099,5208,5962.383297
72,246,0,0,0,2476.0058846,1949.78,0.996568518,5212,5989.705554
73,246,0,0,0,2334.3449627,1950.78,0.981886687,4912,5945.660061
74,246,0,0,0,3100.5737212,1951.78,0.975404827,4608,5926.214481
75,246,0,0,0,2270.5744,1952.78,0.95918223,4500,5877.54669
76,246,0,0,0,2767.23602,1953.78,0.950067703,4388,5850.203109
77,246,0,0,0,2500.5656644,1954.78,0.915643655,4272,5746.930965
78,246,0,0,0,3464.7763166,1955.78,0.883246439,4152,5649.739317
79,246,0,0,0,3399.8452534,1956.78,0.852971302,4028,5558.913906
80,246,0,0,0,2741.9416514,1957.78,0.82409193,3900,5472.27579
81,246,0,0,0,2829.7757155,1958.78,0.804868829,3768,5414.606487
82,246,0,0,0,2885.005669,1959.78,0.794957737,3632,5384.873211
83,246,0,0,0,3098.1504533,1960.78,0.783091248,3492,5349.273744
84,246,0,0,0,2183.2684043,1961.78,0.755335288,3348,5266.005864
85,246,0,0,0,3237.99758,1962.78,0.712004976,3200,5136.014928
86,246,0,0,0,3405.5621126,1963.78,0.67081546,3048,5012.44638
87,246,0,0,0,3350.0577868,1964.78,0.634997068,2892,4904.991204
88,246,0,0,0,2703.9455518,1965.78,0.585431423,2732,4756.294269
89,246,0,0,0,1832.736131,1966.78,0.525881238,2568,4577.643714
90,246,0,0,0,2109.6505677,1967.78,0.479223693,2400,4437.671079
91,246,0,0,0,3300.6601402,1968.78,0.430632193,2228,4291.896579
92,246,0,0,0,2546.9668286,1969.78,0.379544854,2052,4138.634562
93,246,0,0,0,2662.8347754,1970.78,0.332260625,1872,3996.781875
94,246,0,0,0,2698.8559197,1971.78,0.292732593,1688,3878.197779
95,246,0,0,0,2814.9879548,1972.78,0.252064682,1500,3756.194046
96,246,0,0,0,2455.5168849,1973.78,0.213965467,1308,3641.896401
