Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
29,246,0,0,0,2890.2210301,1906.78,0.170631956,4328,3511.895868
30,246,0,0,0,2362.9539309,1907.78,0.203761884,4400,3611.285652
31,246,0,0,0,2543.1624984,1908.78,0.224025707,4468,3672.077121
32,246,0,0,0,2841.2090203,1909.78,0.211422953,4532,3634.268859
33,246,0,0,0,3039.1312041,1910.78,0.215279254,4392,3645.837762
34,246,0,0,0,3156.921107,1911.78,0.231804768,4248,3695.414304
35,246,0,0,0,3574.8819042,1912.78,0.254667022,4100,3764.001066
36,246,0,0,0,2319.5905513,1913.78,0.278508278,3948,3835.524834
37,246,0,0,0,2584.3489966,1914.78,0.298557678,3792,3895.673034
38,246,0,0,0,3046.2201916,1915.78,0.321158359,3632,3963.475077
39,246,0,0,0,2070.1216013,1916.78,0.342072442,3568,4026.217326
40,246,0,0,0,2144.5526617,1917.78,0.361325633,3400,4083.976899
41,246,0,0,0,2522.220003,1918.78,0.383324271,3328,4149.972813
42,246,0,0,0,1978.6992115,1919.78,0.408777728,3312,4226.333184
43,246,0,0,0,1964.8509463,1920.78,0.439431719,3272,4318.295157
44,246,0,0,0,2437.7619085,1921.78,0.467392625,3188,4402.177875
45,246,0,0,0,2455.5298415,1922.78,0.501472175,3100,4504.416525
46,246,0,0,0,2390.2311495,1923.78,0.537564697,3008,4612.694091
47,246,0,0,0,2377.5279278,1924.78,0.567279964,2912,4701.839892
48,246,0,0,0,2098.2675034,1925.78,0.592106619,2812,4776.319857
49,246,0,0,0,2484.0061354,1926.78,0.622783592,3008,4868.350776
50,246,0,0,0,2160.1766202,1927.78,0.645171272,3010,4935.513816
51,246,0,0,0,2304.1461596,1928.78,0.672553828,3288,5017.661484
52,246,0,0,0,2853.3693999,1929.78,0.689140826,3372,5067.422478
53,246,0,0,0,2118.8987213,1930.78,0.712576218,3552,5137.728654
54,246,0,0,0,2616.4915862,1931.78,0.727139227,3628,5181.417681
55,246,0,0,0,3093.0291862,1932.78,0.753808855,3800,5261.426565
56,246,0,0,0,3088.9891842,1933.78,0.768745506,3968,5306.236518
57,246,0,0,0,2659.1943832,1934.78,0.78979843,4032,5369.39529
58,246,0,0,0,2934.1771442,1935.78,0.807497468,4192,5422.492404
59,246,0,0,0,2702.9052074,1936.78,0.815244306,4248,5445.732918
60,246,0,0,0,2670.7835164,1937.78,0.822212942,4300,5466.638826
61,246,0,0,0,2577.3102395,1938.78,0.82923394,4448,5487.70182
62,246,0,0,0,2210.8204308,1939.78,0.839118851,4592,5517.356553
63,246,0,0,0,2212.8930322,1940.78,0.851889116,4632,5555.667348
64,246,0,0,0,2201.2124899,1941.78,0.865323027,4768,5595.969081
65,246,0,0,0,2908.5808195,1942.78,0.884493647,4800,5653.480941
66,246,0,0,0,2451.9873144,1943.78,0.901688731,4928,5705.066193
67,246,0,0,0,2976.0826843,1944.78,0.921001984,4952,5763.005952
68,246,0,0,0,3350.1009254,1945.78,0.945717755,4972,5837.153265
69,246,0,0,0,3017.5353189,1946.78,0.955746957,5088,5867.240871
70,246,0,0,0,3560.2998424,1947.78,0.974665127,5100,5923.995381
71,246,0,0,0,2709.0134689,1948.78,0.987461099,5208,5962.383297
72,246,0,0,0,2453.9251384,1949.78,0.996568518,5212,5989.705554
73,246,0,0,0,2055.3199264,1950.78,0.981886687,4912,5945.660061
74,246,0,0,0,3065.0585001,1951.78,0.975404827,4608,5926.214481
75,246,0,0,0,2328.8491361,1952.78,0.95918223,4500,5877.54669
76,246,0,0,0,2907.571366,1953.78,0.950067703,4388,5850.203109
77,246,0,0,0,2736.1139805,1954.78,0.915643655,4272,5746.930965
78,246,0,0,0,3698.6091429,1955.78,0.883246439,4152,5649.739317
79,246,0,0,0,3276.9469828,1956.78,0.852971302,4028,5558.913906
80,246,0,0,0,2472.878178,1957.78,0.82409193,3900,5472.27579
81,246,0,0,0,3371.6217769,1958.78,0.804868829,3768,5414.606487
82,246,0,0,0,2991.4604936,1959.78,0.794957737,3632,5384.873211
83,246,0,0,0,2998.2938289,1960.78,0.783091248,3492,5349.273744
84,246,0,0,0,1986.3163813,1961.78,0.755335288,3348,5266.005864
85,246,0,0,0,2826.5158354,1962.78,0.712004976,3200,5136.014928
86,246,0,0,0,3607.3919765,1963.78,0.67081546,3048,5012.44638
87,246,0,0,0,3032.9938483,1964.78,0.634997068,2892,4904.991204
88,246,0,0,0,2636.1281943,1965.78,0.585431423,2732,4756.294269
89,246,0,0,0,1999.1538115,1966.78,0.525881238,2568,4577.643714
90,246,0,0,0,2125.7738337,1967.78,0.479223693,2400,4437.671079
91,246,0,0,0,3375.1772507,1968.78,0.430632193,2228,4291.896579
92,246,0,0,0,2373.1163012,1969.78,0.379544854,2052,4138.634562
93,246,0,0,0,2602.9663447,1970.78,0.332260625,1872,3996.781875
94,246,0,0,0,2293.028884,1971.78,0.292732593,1688,3878.197779
95,246,0,0,0,2622.348416,1972.78,0.252064682,1500,3756.194046
96,246,0,0,0,2494.5613052,1973.78,0.213965467,1308,3641.896401
