Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
52,246,0,0,0,3368.117916,1929.78,0.689140826,3372,5067.422478
53,246,0,0,0,1897.1179076,1930.78,0.712576218,3552,5137.728654
54,246,0,0,0,2542.4434148,1931.78,0.727139227,3628,5181.417681
55,246,0,0,0,3234.2139475,1932.78,0.753808855,3800,5261.426565
56,246,0,0,0,2815.8961565,1933.78,0.768745506,3968,5306.236518
57,246,0,0,0,2771.7792814,1934.78,0.78979843,4032,5369.39529
58,246,0,0,0,2790.4627758,1935.78,0.807497468,4192,5422.492404
59,246,0,0,0,2841.1800051,1936.78,0.815244306,4248,5445.732918
60,246,0,0,0,2537.9710551,1937.78,0.822212942,4300,5466.638826
61,246,0,0,0,2793.1996804,1938.78,0.82923394,4448,5487.70182
62,246,0,0,0,2195.1293215,1939.78,0.839118851,4592,5517.356553
63,246,0,0,0,2125.6094562,1940.78,0.851889116,4632,5555.667348
64,246,0,0,0,2131.0808794,1941.78,0.865323027,4768,5595.969081
65,246,0,0,0,2964.2959974,1942.78,0.884493647,4800,5653.480941
66,246,0,0,0,2612.0156667,1943.78,0.901688731,4928,5705.066193
67,246,0,0,0,3205.235149,1944.78,0.921001984,4952,5763.005952
68,246,0,0,0,3299.9052435,1945.78,0.945717755,4972,5837.153265
69,246,0,0,0,3069.6062476,1946.78,0.955746957,5088,5867.240871
70,246,0,0,0,3211.9201624,1947.78,0.974665127,5100,5923.995381
71,246,0,0,0,2579.7389719,1948.78,0.987461099,5208,5962.383297
72,246,0,0,0,2524.8885239,1949.78,0.996568518,5212,5989.705554
73,246,0,0,0,2024.1718931,1950.78,0.981886687,4912,5945.660061
74,246,0,0,0,3307.3777641,1951.78,0.975404827,4608,5926.214481
75,246,0,0,0,2174.7132927,1952.78,0.95918223,4500,5877.54669
76,246,0,0,0,2662.4224589,1953.78,0.950067703,4388,5850.203109
77,246,0,0,0,2749.5149637,1954.78,0.915643655,4272,5746.930965
78,246,0,0,0,3681.4561862,1955.78,0.883246439,4152,5649.739317
79,246,0,0,0,3060.4265294,1956.78,0.852971302,4028,5558.913906
80,246,0,0,0,2513.9205624,1957.78,0.82409193,3900,5472.27579
81,246,0,0,0,2971.1021409,1958.78,0.804868829,3768,5414.606487
82,246,0,0,0,3159.0550638,1959.78,0.794957737,3632,5384.873211
83,246,0,0,0,3480.7372506,1960.78,0.783091248,3492,5349.273744
84,246,0,0,0,2261.7273722,1961.78,0.755335288,3348,5266.005864
85,246,0,0,0,2925.626658,1962.78,0.712004976,3200,5136.014928
86,246,0,0,0,3527.7258377,1963.78,0.67081546,3048,5012.44638
87,246,0,0,0,3314.2230283,1964.78,0.634997068,2892,4904.991204
88,246,0,0,0,2637.9635341,1965.78,0.585431423,2732,4756.294269
89,246,0,0,0,1761.875689,1966.78,0.525881238,2568,4577.643714
90,246,0,0,0,2161.594103,1967.78,0.479223693,2400,4437.671079
91,246,0,0,0,3182.419383,1968.78,0.430632193,2228,4291.896579
92,246,0,0,0,2094.3389925,1969.78,0.379544854,2052,4138.634562
93,246,0,0,0,2597.0616917,1970.78,0.332260625,1872,3996.781875
94,246,0,0,0,2664.8458173,1971.78,0.292732593,1688,3878.197779
95,246,0,0,0,2769.4841042,1972.78,0.252064682,1500,3756.194046
96,246,0,0,0,2814.9222637,1973.78,0.213965467,1308,3641.896401
