Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
49,246,0,0,0,2655.4110193,1926.78,0.622783592,3008,4868.350776
50,246,0,0,0,1828.9629579,1927.78,0.645171272,3010,4935.513816
51,246,0,0,0,2320.8770233,1928.78,0.672553828,3288,5017.661484
52,246,0,0,0,3215.1303718,1929.78,0.689140826,3372,5067.422478
53,246,0,0,0,1901.9406852,1930.78,0.712576218,3552,5137.728654
54,246,0,0,0,2720.633485,1931.78,0.727139227,3628,5181.417681
55,246,0,0,0,3168.9340728,1932.78,0.753808855,3800,5261.426565
56,246,0,0,0,2993.7874437,1933.78,0.768745506,3968,5306.236518
57,246,0,0,0,3084.450178,1934.78,0.78979843,4032,5369.39529
58,246,0,0,0,2794.721492,1935.78,0.807497468,4192,5422.492404
59,246,0,0,0,2681.4227437,1936.78,0.815244306,4248,5445.732918
60,246,0,0,0,2273.8850351,1937.78,0.822212942,4300,5466.638826
61,246,0,0,0,2686.9706388,1938.78,0.82923394,4448,5487.70182
62,246,0,0,0,1926.8016109,1939.78,0.839118851,4592,5517.356553
63,246,0,0,0,2099.9658468,1940.78,0.851889116,4632,5555.667348
64,246,0,0,0,2197.5134142,1941.78,0.865323027,4768,5595.969081
65,246,0,0,0,3503.6153014,1942.78,0.884493647,4800,5653.480941
66,246,0,0,0,2364.7834793,1943.78,0.901688731,4928,5705.066193
67,246,0,0,0,3159.0317244,1944.78,0.921001984,4952,5763.005952
68,246,0,0,0,3162.1040786,1945.78,0.945717755,4972,5837.153265
69,246,0,0,0,3314.1527574,1946.78,0.955746957,5088,5867.240871
70,246,0,0,0,3172.9276777,1947.78,0.974665127,5100,5923.995381
71,246,0,0,0,2982.6920421,1948.78,0.987461099,5208,5962.383297
72,246,0,0,0,2919.749347,1949.78,0.996568518,5212,5989.705554
73,246,0,0,0,2257.36181,1950.78,0.981886687,4912,5945.660061
74,246,0,0,0,3181.4062969,1951.78,0.975404827,4608,5926.214481
75,246,0,0,0,2258.9207784,1952.78,0.95918223,4500,5877.54669
76,246,0,0,0,2662.5160102,1953.78,0.950067703,4388,5850.203109
77,246,0,0,0,2803.0532877,1954.78,0.915643655,4272,5746.930965
78,246,0,0,0,3304.0988174,1955.78,0.883246439,4152,5649.739317
79,246,0,0,0,3102.5275106,1956.78,0.852971302,4028,5558.913906
80,246,0,0,0,2745.7247337,1957.78,0.82409193,3900,5472.27579
81,246,0,0,0,3115.3339975,1958.78,0.804868829,3768,5414.606487
82,246,0,0,0,3144.2013027,1959.78,0.794957737,3632,5384.873211
83,246,0,0,0,3336.1461688,1960.78,0.783091248,3492,5349.273744
84,246,0,0,0,2018.807619,1961.78,0.755335288,3348,5266.005864
85,246,0,0,0,3082.1075297,1962.78,0.712004976,3200,5136.014928
86,246,0,0,0,3434.0448536,1963.78,0.67081546,3048,5012.44638
87,246,0,0,0,3347.6430898,1964.78,0.634997068,2892,4904.991204
88,246,0,0,0,2768.4610481,1965.78,0.585431423,2732,4756.294269
89,246,0,0,0,1847.2052754,1966.78,0.525881238,2568,4577.643714
90,246,0,0,0,2081.006401,1967.78,0.479223693,2400,4437.671079
91,246,0,0,0,3486.5524966,1968.78,0.430632193,2228,4291.896579
92,246,0,0,0,2183.4463367,1969.78,0.379544854,2052,4138.634562
93,246,0,0,0,2660.5195124,1970.78,0.332260625,1872,3996.781875
94,246,0,0,0,2669.7662935,1971.78,0.292732593,1688,3878.197779
95,246,0,0,0,2486.2172444,1972.78,0.252064682,1500,3756.194046
96,246,0,0,0,2651.5777483,1973.78,0.213965467,1308,3641.896401
