Hour,Rr,Rs,R1,R3,LoadT,ReactiveLoadT,LoadTPercent,s_demand,load
30,246,0,0,0,2143.4821395,1907.78,0.203761884,4400,3611.285652
31,246,0,0,0,2302.1735314,1908.78,0.224025707,4468,3672.077121
32,246,0,0,0,2785.2462332,1909.78,0.211422953,4532,3634.268859
33,246,0,0,0,3277.1304609,1910.78,0.215279254,4392,3645.837762
34,246,0,0,0,3185.8670003,1911.78,0.231804768,4248,3695.414304
35,246,0,0,0,2994.884272,1912.78,0.254667022,4100,3764.001066
36,246,0,0,0,2201.8923044,1913.78,0.278508278,3948,3835.524834
37,246,0,0,0,2902.3668511,1914.78,0.298557678,3792,3895.673034
38,246,0,0,0,2999.6443235,1915.78,0.321158359,3632,3963.475077
39,246,0,0,0,2238.8610371,1916.78,0.342072442,3568,4026.217326
40,246,0,0,0,2273.2196365,1917.78,0.361325633,3400,4083.976899
41,246,0,0,0,2402.5509579,1918.78,0.383324271,3328,4149.972813
42,246,0,0,0,2107.44939,1919.78,0.408777728,3312,4226.333184
43,246,0,0,0,1927.4160448,1920.78,0.439431719,3272,4318.295157
44,246,0,0,0,2121.9765608,1921.78,0.467392625,3188,4402.177875
45,246,0,0,0,2443.8399406,1922.78,0.501472175,3100,4504.416525
46,246,0,0,0,2741.9350532,1923.78,0.537564697,3008,4612.694091
47,246,0,0,0,2578.3519344,1924.78,0.567279964,2912,4701.839892
48,246,0,0,0,2394.0153315,1925.78,0.592106619,2812,4776.319857
49,246,0,0,0,2658.7721705,1926.78,0.622783592,3008,4868.350776
50,246,0,0,0,2156.6247273,1927.78,0.645171272,3010,4935.513816
51,246,0,0,0,2451.4152601,1928.78,0.672553828,3288,5017.661484
52,246,0,0,0,2829.0974542,1929.78,0.689140826,3372,5067.422478
53,246,0,0,0,2042.3125284,1930.78,0.712576218,3552,5137.728654
54,246,0,0,0,2353.7472147,1931.78,0.727139227,3628,5181.417681
55,246,0,0,0,3010.3349356,1932.78,0.753808855,3800,5261.426565
56,246,0,0,0,3022.4312837,1933.78,0.768745506,3968,5306.236518
57,246,0,0,0,3015.1619357,1934.78,0.78979843,4032,5369.39529
58,246,0,0,0,3057.1739238,1935.78,0.807497468,4192,5422.492404
59,246,0,0,0,2679.1040294,1936.78,0.815244306,4248,5445.732918
60,246,0,0,0,2461.9851368,1937.78,0.822212942,4300,5466.638826
61,246,0,0,0,3010.9493716,1938.78,0.82923394,4448,5487.70182
62,246,0,0,0,2147.2266689,1939.78,0.839118851,4592,5517.356553
63,246,0,0,0,2079.3951948,1940.78,0.851889116,4632,5555.667348
64,246,0,0,0,2128.4868759,1941.78,0.865323027,4768,5595.969081
65,246,0,0,0,2982.7009747,1942.78,0.884493647,4800,5653.480941
66,246,0,0,0,2410.4544306,1943.78,0.901688731,4928,5705.066193
67,246,0,0,0,2882.683692,1944.78,0.921001984,4952,5763.005952
68,246,0,0,0,3503.5842446,1945.78,0.945717755,4972,5837.153265
69,246,0,0,0,3157.7033298,1946.78,0.955746957,5088,5867.240871
70,246,0,0,0,3502.0394903,1947.78,0.974665127,5100,5923.995381
71,246,0,0,0,2728.5995757,1948.78,0.987461099,5208,5962.383297
72,246,0,0,0,2591.4321093,1949.78,0.996568518,5212,5989.705554
73,246,0,0,0,2259.7146678,1950.78,0.981886687,4912,5945.660061
74,246,0,0,0,3046.3897542,1951.78,0.975404827,4608,5926.214481
75,246,0,0,0,2186.0513863,1952.78,0.95918223,4500,5877.54669
76,246,0,0,0,2970.2263983,1953.78,0.950067703,4388,5850.203109
77,246,0,0,0,2654.3794179,1954.78,0.915643655,4272,5746.930965
78,246,0,0,0,3468.3693372,1955.78,0.883246439,4152,5649.739317
79,246,0,0,0,3170.5420856,1956.78,0.852971302,4028,5558.913906
80,246,0,0,0,2740.5635759,1957.78,0.82409193,3900,5472.27579
81,246,0,0,0,3166.7342118,1958.78,0.804868829,3768,5414.606487
82,246,0,0,0,3362.6372901,1959.78,0.794957737,3632,5384.873211
83,246,0,0,0,3244.2602983,1960.78,0.783091248,3492,5349.273744
84,246,0,0,0,2350.1404421,1961.78,0.755335288,3348,5266.005864
85,246,0,0,0,2976.9403229,1962.78,0.712004976,3200,5136.014928
86,246,0,0,0,3389.4573147,1963.78,0.67081546,3048,5012.44638
87,246,0,0,0,3231.6921796,1964.78,0.634997068,2892,4904.991204
88,246,0,0,0,2536.100083,1965.78,0.585431423,2732,4756.294269
89,246,0,0,0,1839.6217846,1966.78,0.525881238,2568,4577.643714
90,246,0,0,0,2441.5671443,1967.78,0.479223693,2400,4437.671079
91,246,0,0,0,3696.9443247,1968.78,0.430632193,2228,4291.896579
92,246,0,0,0,2439.1733112,1969.78,0.379544854,2052,4138.634562
93,246,0,0,0,2492.5247742,1970.78,0.332260625,1872,3996.781875
94,246,0,0,0,2402.7160126,1971.78,0.292732593,1688,3878.197779
95,246,0,0,0,2570.5730633,1972.78,0.252064682,1500,3756.194046
96,246,0,0,0,2756.7022,1973.78,0.213965467,1308,3641.896401
